id	Activated CD8 T cell	Central memory CD8 T cell	Effector memeory CD8 T cell	Activated CD4 T cell	Central memory CD4 T cell	Effector memeory CD4 T cell	T follicular helper cell	Gamma delta T cell	Type 1 T helper cell	Type 17 T helper cell	Type 2 T helper cell	Regulatory T cell	Activated B cell	Immature  B cell	Memory B cell	Natural killer cell	CD56bright natural killer cell	CD56dim natural killer cell	Myeloid derived suppressor cell	Natural killer T cell	Activated dendritic cell	Plasmacytoid dendritic cell	Immature dendritic cell	Macrophage	Eosinophil	Mast cell	Monocyte	Neutrophil
GSM1369822	0.436529235045686	0.586853302352136	0.689547986332452	0.203079053235292	0.72769846463044	0.460120559887561	0.499428264518909	0.558182510041144	0.443990815957584	0.280566720212362	0.00764958693323753	0.589818381089068	0.293359078136925	0.619825778616165	0.387027657125329	0.378694768851275	0.45399151204727	0.494739899559667	0.961386694219013	0.446125034184374	0.72843829007108	0.764229365660694	0.521512325532171	0.704380684974983	0.326190762044091	0.619311642602969	0.885055798717826	0.491434648774535
GSM1369823	0.453801784827419	0.579386952120241	0.686995068112375	0.203199271333882	0.725162630914234	0.438606615464684	0.505336030348014	0.533546602187143	0.433745634371522	0.286587091915915	0.0373453485939589	0.571577461257021	0.331681736954412	0.588617365226306	0.386089709218956	0.371782213209825	0.479941204382428	0.488843521263888	0.981652906412799	0.45506660235182	0.720816722299556	0.71759163640058	0.509658899044521	0.697429394610034	0.297880182892797	0.623279662796611	0.880676225282823	0.471295540842343
GSM1369824	0.447762844578842	0.594463981744509	0.698649134687567	0.179942007221622	0.718397965774435	0.446601171903679	0.497661339547196	0.543337508752534	0.455357139389412	0.307889906138434	0.0142031496417216	0.57912526727584	0.313970756321618	0.635886666902754	0.38008204575244	0.381355747954789	0.434839459974936	0.486578682764427	0.992699908139344	0.445571582686741	0.703962587729716	0.746674641308926	0.525316857487552	0.689755812086987	0.284710276861502	0.611080198242718	0.877328537015006	0.495164074932312
GSM1369825	0.456351299343113	0.580160194112887	0.706903139453345	0.188965447367495	0.730558192811559	0.458145259780062	0.50289537605521	0.534518158508761	0.422840369472976	0.293158520211069	0.0292452868863535	0.579971113767784	0.362083031271601	0.613088694367001	0.361092843062608	0.387464807715702	0.444331717189514	0.474509560287474	0.975992754331308	0.447280759612358	0.709583962412341	0.753834899555315	0.518783890150492	0.661113314412218	0.318794646442635	0.624775661170775	0.863654252883294	0.501639537868828
GSM1369826	0.45059758721146	0.576690287738865	0.676341691298677	0.165489473941757	0.718754339267475	0.41621570559464	0.515778077665629	0.534517410357873	0.43275898685777	0.287897241261763	0.0287831135491972	0.576865423648335	0.375112112081652	0.573652507750492	0.371718287877151	0.376644148179375	0.459671176378305	0.475233188345175	0.969527597479711	0.451138945286581	0.714674353920619	0.736789464976102	0.496974175061063	0.698832371082207	0.299103030616204	0.65600977399609	0.878938155122014	0.454973689908569
GSM1369827	0.420974970081937	0.596491263617001	0.693373805351549	0.186291875677638	0.728602079692797	0.394630492959152	0.528477532055551	0.534393051045202	0.442853663216759	0.278841358211964	0.00842024013632542	0.567436890951317	0.330766258970543	0.596323723888137	0.375554626238228	0.389408974088018	0.469023941414517	0.492800302218952	0.983226632199742	0.441848148321003	0.739877288819165	0.744178688519739	0.505391953286315	0.679747049665552	0.28396145748807	0.677632743394901	0.878391812385203	0.437545816468607
GSM1369828	0.47482599312918	0.591360515651536	0.688657441003334	0.201826649969643	0.720899339342216	0.431692749476575	0.507646033962734	0.524297211294228	0.440898992987763	0.284170030109804	0.0385046107716398	0.570768067582437	0.298583489242739	0.584522141573073	0.360122654102552	0.37437556924158	0.480778291300891	0.464413950334061	0.976706101923472	0.445248631957639	0.723779573732666	0.732732238975636	0.520263040788989	0.696160700845779	0.350292317731768	0.677868180838131	0.865158526705885	0.456891673821365
GSM1369829	0.431590070446617	0.59949291467219	0.694134843831573	0.213184507973275	0.738386997320976	0.447231842312075	0.513998289914253	0.551159680941481	0.43209368780293	0.267872775208575	0.0142961733669003	0.598258083904319	0.32752727593511	0.631004767466941	0.366162131879102	0.370956713772071	0.446882520686917	0.461199038669114	0.994136836556157	0.437805795864025	0.764264391155082	0.756171551649548	0.529438527896607	0.68486916706311	0.359290377175813	0.690571911191656	0.885035406362148	0.534627525576246
GSM1369830	0.441364399440172	0.587201217445554	0.681238315932241	0.139872027364403	0.714710997754914	0.40873152941328	0.511185096557881	0.542589143761248	0.435728848175905	0.259956744210123	0.0188826903122952	0.583067575097067	0.281545820928022	0.598060535904759	0.355469062094948	0.373631268479952	0.455440927010444	0.470231049856993	0.995401262084836	0.452512794106739	0.696851122169776	0.736645239288096	0.482902530638258	0.698174525335623	0.29520110232909	0.606559039412554	0.879568551968475	0.473157840504447
GSM1369831	0.430699125643877	0.606238210931861	0.683755019849643	0.200433829305996	0.736968534090957	0.387494353827938	0.52737215130938	0.545620993541135	0.437848736504867	0.324992611888704	0.0111505874966012	0.608629652088424	0.325343933669163	0.638123284412803	0.355361117081884	0.399905594848943	0.448959572312333	0.480386357077867	0.948415104656833	0.435221248623055	0.724195795089059	0.73549464626411	0.519400140643186	0.690687548079042	0.256327877837957	0.647975963889276	0.894051512021419	0.465554151989514
GSM1369832	0.455994403723654	0.573495068417578	0.681950773681835	0.182733114154172	0.725896307153294	0.453290368207967	0.512987924456263	0.550179757584176	0.440127039624161	0.303247226562398	0.0355540599258227	0.572913305910516	0.343058639225847	0.595453167722275	0.370291823178179	0.384197971692819	0.463910057761953	0.478202712867299	0.989552425052058	0.426973357578697	0.731517414816728	0.743458522201294	0.526347496112942	0.672908907808076	0.291332577933755	0.61813542741402	0.869581337214018	0.43686422212041
GSM1369833	0.451690163624061	0.560209565131694	0.666378351644194	0.187118141667706	0.72891396419201	0.44909991979327	0.492683531000567	0.573473877710284	0.426664133434837	0.2819895887563	0.0487008959456933	0.594141340357029	0.381574050636828	0.624848062516658	0.348499906728471	0.36126154109435	0.461294937889632	0.449295614376101	0.960319963796474	0.418553462599007	0.745818754715054	0.755080710136999	0.539067311287194	0.678059864952129	0.279162120782651	0.628539310630326	0.851487189390501	0.474136514700268
GSM1369834	0.482857629859906	0.566339971767998	0.671011172419478	0.195323302698516	0.715167061186347	0.434933392226229	0.498037086658324	0.540049930938738	0.438078904552456	0.282279825243285	0.0421728361740396	0.576868169852749	0.284199306381388	0.596696765374134	0.347906623850008	0.373972013486899	0.470085815492422	0.448259521891666	0.969571075182877	0.438123370632675	0.728726784207619	0.743892736913984	0.531047874473153	0.67475455388151	0.338317666271042	0.681290772624462	0.873765623831982	0.476670900207109
GSM1369835	0.424360773319134	0.607240979358179	0.685640190214253	0.208915163824628	0.727315099246135	0.455905264075904	0.507470086205723	0.54790333313984	0.437399534822989	0.291428880620502	0.0410168537043654	0.576714332210272	0.289475552300247	0.595597160371895	0.37054730609888	0.378518491460851	0.456478081428083	0.475732215247227	0.963082620223568	0.433340794315103	0.743730312155104	0.729862295333567	0.520047002957929	0.676600107320286	0.332222578791435	0.646314413170833	0.868417296286479	0.491355631177888
