symbol	GSM1526572	GSM1526573	GSM1526574	GSM1526575	GSM1526576	GSM1526577	GSM1526578	GSM1526579	GSM1526580	GSM1526581
TBKBP1	7.1898494168	6.2808271915	6.2526507222	6.2288000882	6.9509750713	6.3258949115	6.0244083809	6.0814151624	7.0445377857	6.2694468877
TBL1X	7.1725864507	7.493709065	7.338625849	7.4871204141	6.8655940706	7.4324638868	7.3208011687	7.8756010605	7.9508445165	7.6704009356
TBL1XR1	6.2072752466	8.5287081452	8.696921269	7.7035875153	7.5762835318	7.8793647633	7.8582668672	7.5650303363	6.1362537048	7.246464409
TBL1Y	3.648404266	2.9189752794	3.1892278231	3.351849931	3.3475751535	3.2104551744	3.0844885753	3.0304559465	3.621612628	3.2181711519
TBL2	7.1528698853	6.6227522363	6.4942825602	6.7604906612	6.9011449172	6.4458668013	6.7480743509	6.4387082573	6.9983841222	6.6230496886
TBL3	7.7310556755	6.8865079697	6.8900237943	7.0195024299	7.397886883	6.9220454426	6.8067921761	6.917553901	7.8257548046	7.043618374
TBP	7.1399482935	7.8404864506	7.5161891991	7.9195300974	7.9692646184	7.6621598614	8.0907058013	7.67637276795	7.5305965593	7.9041673657
TBPL1	5.564444492	7.3082900238	8.037389577	6.3950096227	5.5135301834	6.9105199545	6.8383808455	6.4797307671	5.5531584581	6.1217498102
TBPL2	3.2267044609	2.9616629467	3.0442766448	3.2633057657	3.1436106035	2.9724280892	2.8241815336	2.8090306866	3.3478495994	3.0896608847
TBR1	6.0140433571	5.281447725	5.3368315685	5.3541213043	5.478513366	5.3257560288	5.3571845902	5.195203121	5.6134063577	5.2381336433
TBRG1	8.1187540335	8.7409783824	8.6403947675	8.9924678004	9.0997289341	8.6675279158	8.897113836	9.1334301528	9.0317810338	9.1617833465
TBRG4	7.8974455609	7.3747298937	7.1548066888	7.3723066919	7.9889272637	7.0561808816	7.540972389	7.0467210505	7.6140566098	7.5905651502
TBX10	5.6386937234	4.7921247291	5.0296921999	5.1476765523	5.0603535245	5.3492893954	4.7477349795	4.9098493026	5.5541214448	4.7383476493
TBX19	5.5648401663	5.7661705171	5.8957334822	5.6836471626	5.1853445071	5.4630227923	5.8918773591	5.8970606161	5.3056596469	5.4911752571
TBX2	6.7530694969	5.5072616046	5.4573368908	5.585672312	5.9302995818	5.5377814958	5.1817008063	5.4507287411	5.9899016515	5.5072616046
TBX20	4.5172825794	3.6746047267	3.979381835	4.0066625178	4.2489363084	3.7394990952	3.774349589	3.4850070391	4.3068665793	3.9550654563
TBX21	6.0285553475	5.5382342979	5.6024424578	5.6840677154	6.8047035558	5.5117658086	5.3718728499	5.166457108	6.2139818488	6.756946775
TBX22	3.781313276	3.5005050926	3.3643926131	3.5271807981	3.7030487287	3.3693442925	3.577260728	3.3226426324	3.2493831087	3.3653930474
TBX3	5.3112898574	4.3595985418	4.479533103	4.5388630453	4.6773825503	4.3890163819	4.1930256612	4.3686402269	4.8305655567	4.3803437527
TBX4	6.0484108523	5.1877608883	5.2243080373	5.3368315685	5.5539986711	5.1010204651	5.0631546037	5.0911644041	5.4482795129	5.0849077724
TBX5	5.4159628105	4.274411204	4.4358778088	4.3532725003	4.5008074013	4.4289681374	4.2849346006	4.3377778462	4.8600284876	4.4549630304
TBX6	6.168762874	5.0800999607	5.2849245949	5.4457833403	5.6122734225	5.3341947639	5.0313333935	5.3337018583	6.1095345623	5.2088566476
TBXA2R	8.1218661999	7.3760037121	7.673100486	6.568364845	6.9458910033	7.4904082821	7.2974358128	7.0042796281	7.1135688997	6.370813112
TBXAS1	9.0196875031	8.9661356885	9.1140683214	8.9333930913	7.3671933467	8.7919660086	8.9857693548	9.0617441951	8.8094204604	8.8710118633
TC2N	6.4693557253	7.6005111389	9.4015857399	6.3241474937	10.0127736705	8.4804625892	7.7664303064	7.6033335329	5.0165003034	8.347109199
TCAP	7.4876499262	6.08017353	6.5034481755	6.6006601133	6.9335110401	6.3650796368	5.7732046311	6.3686150939	7.5061640071	6.5303408754
TCEA2	7.2850165684	6.6160300049	6.4987213745	6.7672283486	6.9254066514	6.8341546318	6.8351664786	6.5420241858	7.1034450988	6.7286012547
TCEA3	5.0877715691	4.840950795	4.8340432276	4.9453448425	6.4004530913	4.8146198678	4.8630997258	4.5744168836	4.7929116022	5.2361387534
TCEAL1	5.4513640631	5.7379062705	5.3244879208	5.4707239261	5.1136089669	5.4309411397	5.8360304177	5.6646453282	6.1164023848	5.9924637908
TCEAL2	3.4111998215	3.0968742007	2.6876791804	3.3121163523	2.8683544485	2.7679605796	2.7818797011	3.0628195042	2.9423457854	2.9023016092
TCEAL3	8.6141003417	7.021304731	7.2967310509	7.543717247	7.9342310367	6.6689835176	6.663972349	6.9670094994	8.0097928888	7.38254074
TCEAL4	5.0564620561	5.1589383451	5.3532470761	5.2378291613	4.8953407079	5.2443053799	5.0562659852	5.0362923023	5.3702147795	4.9707094483
TCEAL6	5.1168281334	4.1042125631	4.6707741887	5.0744262721	4.4702368391	5.8344262388	5.4096567708	3.897124619	5.87055110275	4.0625199932
TCEAL7	4.1282088327	4.2379932242	4.1554593079	4.3015443979	4.4970194988	4.1876534196	4.0927271467	4.2125583221	4.4068161761	4.1914709217
TCEAL8	4.0987787407	5.0320989873	5.1784237618	4.3927667035	4.2766616299	4.5991776974	4.8109190557	5.0021597773	4.4185784516	4.4468049413
TCEANC	4.2906729031	5.0728754609	5.3265173374	4.8575751395	5.3307188112	4.5605280477	5.0942195262	5.2925428536	4.5932396912	5.4556921593
TCEB2	6.3978858812	6.4268635586	6.4883737024	6.6155224281	6.4455877307	6.5227821321	6.4910627224	6.3816857182	6.8099085759	6.5179873488
TCEB3	5.8946562798	7.6727206818	7.1079270483	7.2885897076	6.392802549	7.1435883744	7.4232765646	7.3290920142	6.3634032143	6.8222226857
TCEB3B	3.9745476728	3.8455981283	3.922540598	3.9975837846	4.1206432259	3.9736705871	3.6520124943	3.7838401884	3.9252433477	3.7494141965
TCERG1	6.48635565	7.4206763392	7.3129645266	7.1583631083	7.2177948328	7.3520966368	7.3625156705	7.2109625686	5.9505869296	7.200036883
TCERG1L	8.1987892703	6.2334682003	6.3395790971	6.6051589777	7.0106943478	6.2600846701	6.0353625954	5.9523263324	7.3916734242	6.3888655878
TCF12	7.3698076409	8.3486062545	8.4861440565	8.5974477875	8.5618227325	8.5391535343	8.5367886791	8.7461206552	8.1751732259	8.5981720789
TCF15	8.2049515688	6.5099547913	6.7703626538	6.8642232861	7.351341418	6.6022379727	6.4445557033	6.6760260034	7.5999212865	6.6763623647
TCF19	5.2008283768	4.7186294124	4.2620186901	4.6363308041	4.6930055864	4.5287905154	4.4943294808	4.3731430837	4.9878589511	4.5618787643
TCF20	7.0820352675	7.5820055032	7.7776586745	7.806087122	8.5602702709	7.5501808729	7.3877206193	7.8773066393	8.0985458832	8.1447899581
TCF21	4.6402117626	3.8424713536	3.9595670615	3.9197661785	3.9623811142	4.0271143961	3.8716918008	4.0315460281	4.0532038319	4.1325041164
TCF25	7.402576888	7.73328952	7.8155065361	7.835673542	8.7557270289	7.8522436542	7.6794368248	8.1377526365	7.9289230929	8.0959091355
TCF3	7.9725268516	6.7257898689	6.8312624705	6.9798404784	7.9151270333	6.8321482359	6.5914713602	6.8198792588	7.8442919859	7.0712660977
TCF4	6.2467518216	7.0245421911	7.0584995848	6.9586628267	6.5009859702	7.2696351965	6.9825705534	7.0415251369	6.8760672038	7.3074162616
TCF7	6.9493343422	5.7109409707	5.6779973368	5.8996697252	10.0726206459	5.8405607363	5.6120611042	5.6148288033	6.5262823176	8.0500991497
TCF7L1	6.650963706	5.5003418587	5.3095736842	5.786313876	6.0841416824	5.6197623675	5.4945215414	5.5707996355	6.3648539108	5.6754302824
TCF7L2	7.3062796541	7.7495748892	8.8824756493	7.8249664364	6.5643895831	7.7844166622	7.7435339539	7.4883839425	8.3016773489	7.8623701254
TCFL5	5.7194765959	6.0083129782	5.8735814126	6.0748574028	5.7931469825	6.2001706637	6.4123598864	6.0486580228	6.1411682072	6.655329397
TCHH	5.2347472318	4.452531441	4.3855729112	4.5416800144	4.4626120497	4.3632895451	4.5135992215	4.4326133148	4.7727569976	4.571021121
TCHP	5.4341250896	6.5327386903	6.7351737513	6.7606629612	6.4332720053	6.5247737237	6.8374519989	6.9614960416	6.5732579449	7.0692953028
TCIRG1	10.2348535367	9.6652045622	9.883340245	9.8737348026	10.0340547781	9.7973411874	10.0329220676	10.0515935258	10.530120922	10.1017757079
TCL1A	4.4528307385	4.1531500695	4.5855339001	4.3129107939	7.1137806938	4.3474771983	3.9125287521	3.9935039166	4.0217172989	6.8720711577
TCL1B	4.1773061324	3.7687216744	3.7680351693	3.8472693783	4.0904890416	3.5759255102	3.6432651745	3.7296635031	4.0149144908	3.9464495268
TCN1	4.957658193	4.4507279869	3.9415221886	5.4278555535	3.8654652589	5.1122333728	6.1550162584	4.6033845583	3.8957775278	3.839573693
TCN2	8.1477946524	7.5256715252	7.5271097333	7.6410808275	6.2464099115	7.8740133105	8.3374741542	7.841975086	8.1727529337	7.0605521317
TCOF1	7.2980997165	6.8458061705	6.577010263	6.8424434648	7.4789440589	6.7617934133	6.6141917512	6.6679761398	7.3208011687	7.1091278393
TCP1	8.4460090019	9.4544146012	9.2514340277	9.2431730703	8.9308529199	9.5230625431	9.7709870288	9.0215262548	8.2604935198	9.2324300354
TCP10	4.723603174	4.0173538024	3.9653368095	4.261016428	4.2168578979	4.1186369548	4.3647722132	4.1893412145	4.3248594251	4.1217375763
TCP10L	5.1954015057	4.43038408145	4.25580555365	4.51774341935	4.5602716684	4.4054346931	4.3164811061	4.37228723585	5.06271477445	4.4434283359
TCP11	4.2886887714	3.7162760175	3.5568488359	3.9098433628	3.7903692143	3.87909141	3.6124335175	3.5635057932	4.1179760103	3.7940657014
TCP11L1	6.0347644042	7.1202239538	6.6862855431	7.2660187398	6.6484012336	6.7151408871	6.8999825129	7.6163328766	7.027402116	7.1798792237
TCP11L2	6.3491545694	7.8562739361	7.6883680152	8.5588276538	8.2226592611	8.3752295287	7.7740952152	8.4726655831	7.4050901667	8.0796112721
TCTA	6.7151408871	7.1986215248	7.3965005477	6.8333907574	7.0173799092	7.299770294	7.4098420116	6.8764280681	6.6422279519	6.9773040986
TCTE1	5.6490303482	4.973474473	4.6461082893	4.8876084789	5.2913825586	5.0875625627	4.5589013352	4.5542687535	5.5075013878	4.9061267907
TCTE3	3.905905865	3.7680351693	3.7239526883	3.6247547757	3.6386321062	3.78547169	3.8619445643	3.693380519	3.9311288384	3.8222593018
TCTEX1D1	3.3856153585	3.6104987607	3.7824106045	3.4207290293	3.4039790268	3.9601215794	3.9287489536	3.6255213526	3.4438153146	3.5481920127
TCTEX1D2	4.8072948463	4.7539463438	4.4427273199	4.8000182124	5.0020376075	5.0296921999	4.8426257998	4.5860139304	4.8250686083	5.4112333465
TCTN1	4.3121319839	4.681055191	4.7666055772	4.820316321	5.0526126572	4.8991733453	4.7050900759	4.840153368	4.360769937	4.7459336746
TCTN2	3.7412714591	3.7601131146	3.7770425882	3.7188577565	4.4370769934	3.8314654595	3.7465359296	3.6017343554	3.7044569255	4.171977317
TCTN3	5.2990852839	6.3895088612	6.1009111968	6.5303408754	6.0927730127	6.692169977	6.939487119	6.3195520382	6.2276677352	6.6035031062
TDG	6.6369031414	7.0848529481	7.0349204487	7.3460138567	7.6722133568	7.1250110492	7.2507482921	7.4689985585	7.7078052949	7.4995996589
TDGF1	2.6662166241	3.8336186221	2.8545815478	2.60499548725	2.2613245694	2.5829634301	2.3851648037	2.4483339445	3.4546034046	2.3433110338
TDGF3	4.3017089861	3.2073205846	3.6884949524	3.9563215845	4.2025405937	4.2166975474	2.9177248468	3.8623485157	4.6111633449	3.9227614304
TDH	4.4313084477	4.2771978737	4.1688696179	4.0259473283	4.3273403556	4.1382133786	4.1019098668	4.3347420566	4.8470199733	4.022507074
TDO2	3.3806882416	3.027177974	3.0603534084	3.0027970781	3.0258340053	2.8289555299	3.2645128896	3.0081681836	3.0900450702	2.9574490787
TDP1	5.7738671395	6.3950096227	6.5138031973	6.5335831936	7.2273315351	6.6267830363	6.8343825019	6.5919283911	6.5133031254	7.0776737412
TDP2	7.2710493183	7.8495070138	8.2378683134	7.7747651249	7.955220816	7.9312599699	8.4013355604	7.7061176085	7.3025863991	8.0918008058
TDRD1	3.2935814753	3.1686013556	3.0931156707	3.1702252176	3.112977978	3.0544051711	3.0093006252	3.0073701245	3.2394949153	3.0694645231
TDRD10	5.9549907732	4.3688670791	4.0843492021	4.57740092	4.4957581916	4.1692116235	4.5124666205	4.2694281849	5.249649822	4.6285203452
TDRD3	5.9667161921	6.6600395808	7.1274369948	6.4653992427	6.7310532445	7.0196302345	6.8366510095	6.6560183355	6.2464099115	6.4745404307
TDRD5	3.9291221377	3.4478132607	3.3190961482	3.4185356808	3.4271631852	3.3995645919	3.3207070081	3.2590391056	3.814767695	3.4228177382
TDRD6	4.5970034316	4.4029958286	4.2518193573	4.1945282535	4.0676831875	4.2922317202	4.210551736	4.0511011521	4.5241222611	4.2290375598
TDRD7	5.5663209869	7.0125592379	7.2181237972	7.0592867924	6.2920312963	6.6778050071	7.0772386764	7.3452949292	6.4389794573	7.0685861561
TDRD9	3.78370821	4.1643559581	4.3799843566	4.6608105372	3.5919179022	4.5831490005	4.8354896256	5.5519991546	4.1534491794	4.3449847111
TDRKH	4.8254601935	4.9531179552	4.9303765926	4.5377752085	5.3763072217	4.6072600086	4.8517787631	4.5276865635	4.6888159456	5.2437357181
TEAD1	3.3025910126	3.07091709255	3.13411306045	3.0965969955	3.053811065	3.09388869295	2.83360730745	3.02906973615	3.2983607629	3.0891934996
TEAD2	6.12560138	4.9123133029	4.9771835925	5.0445725354	5.4814879357	4.9966631151	4.6173112621	4.795343321	5.4453483169	4.8917318258
TEAD3	6.0368026589	5.0653902992	5.0523454457	5.2775363376	5.4828580237	5.2333943007	5.0246608281	5.1555405406	5.6126895808	5.2640869001
TEAD4	5.7117237752	5.2188574572	5.3503452541	5.2764647689	5.501554231	5.2996055392	5.1790998208	5.3072087858	5.6060802899	5.0877715691
TEC	5.0647758442	5.6939780527	5.8766446981	5.4302132005	4.8536358923	5.7065404017	5.585672312	5.6134063577	4.8609137621	5.2082986521
TECPR1	6.9509750713	6.2063773744	6.2957275822	6.3995877659	7.2353311651	6.0536888792	6.1594322174	6.3042065986	6.7160288953	6.260626827
TECPR2	6.6114368782	6.4486845649	6.6397104303	6.6894162744	6.3170367721	6.6821355337	6.4185281089	6.9759910666	6.9417660473	6.5528681874
TECR	8.8336062886	8.3920599266	8.2541168103	8.6345345853	9.2269039309	8.83743825	8.8824756493	8.4033196754	8.9793880944	8.6860977069
TECRL	2.8647890718	2.7570660998	2.5841505487	2.6796178494	2.6330808852	2.7722300761	2.6857783377	2.6277065782	2.798859906	2.6504486441
TECTA	4.6573494192	4.2216017731	4.3776311184	4.3733376603	4.4019680694	4.351802968	4.1291131445	4.2308144009	4.4234880126	4.1388539531
TECTB	3.9278138695	3.3381238315	3.2693521643	3.5423375641	3.5870151766	3.4481530406	3.3992179108	3.0226103871	3.7291669738	3.463325023
TEDDM1	4.1107553052	3.6920034051	3.5290832138	4.1046322001	3.8557228007	3.804650834	3.9841633027	3.8238726674	3.9975837846	3.4840934154
TEF	6.3138435168	5.4098912423	5.3576583439	5.4882181962	6.278366628	5.417422659	5.4632176612	5.2138885934	6.0345295216	5.5393522447
TEK	3.5060505092	3.1678019746	3.1688737534	3.3957620389	3.3897260957	3.4603344117	3.2029865501	3.3690698467	3.4478132607	3.2870257541
TEKT1	4.244071762	3.4949871005	3.6523581358	3.8967990526	3.8525379813	3.7790264243	3.5718303108	3.7790264243	4.1438677934	3.7276923497
TEKT2	5.9631726581	4.8114518471	4.6439706114	5.1584107395	5.2577995457	4.8759437444	4.8450571787	4.864855873	5.7390211383	4.9121574005
TEKT3	3.5033426005	2.9585562269	2.9554891585	2.9105314547	2.8977121691	2.940884308	2.9682102536	2.8508651213	3.0307395149	2.8541014015
TEKT4	8.0306290351	6.7480743509	6.5179873488	6.7378839082	7.4700764958	6.7744462344	6.4066742214	6.3629346766	7.1762538377	6.6891137886
TEKT5	3.8619445643	3.8144879401	3.8285947685	4.1590572659	4.0019030815	4.0241944059	3.8393373171	3.8926030182	4.5824188488	4.0017519763
TELO2	7.9599402208	6.4157716934	6.7025742391	6.6927788576	7.3851133509	6.5018007689	6.4520958195	6.5115916491	7.5073839529	6.5077418604
TENC1	6.1422783964	4.8384497134	5.0984775592	5.0972179025	5.2898018462	4.9855716157	4.8653306731	4.879442363	5.5607563766	4.9730161308
TEP1	7.603935382	7.8096986511	7.8922379007	7.9948345608	8.0298831303	7.5961471151	7.7759897967	8.2984656619	8.5466404922	7.9757262761
TEPP	6.2626806845	5.0511937484	5.2622334013	5.1152409205	5.2974748134	5.0655192298	4.8075774134	5.0221471435	5.7759534151	5.0428069262
TERF1	7.2615608993	6.6767900405	6.3897333763	6.69773049	6.8922637303	6.210208653	6.7992579584	6.5054206507	6.831519567	6.7007007569
TERF2	7.3254862342	7.1908697818	7.2728826404	7.3082900238	7.4999194471	7.07446814	7.1965292563	7.2601271866	7.5913549982	7.5939774687
TERF2IP	6.769315574	7.6319419506	8.0551171905	7.4997387606	7.2778067148	7.4876499262	7.7750126907	7.644107795	7.2389439614	7.8076017126
TERT	7.6483126479	6.4086213465	6.3968736385	6.5129461204	7.1231560184	6.3200641649	6.2261729407	6.1972184047	7.4285590992	6.446429009
TES	7.5486143383	8.5693689459	8.6986378573	8.8619461664	8.5774446068	8.353187245	8.6342085316	8.7671595242	7.8788727755	8.929041385
TESC	7.1984083062	7.416513476	7.7906801967	7.4442599536	6.5603299631	7.4834294055	7.4142877844	7.6491568908	7.5470085874	7.5486143383
TESK1	8.4699982086	7.9195300974	7.6369264017	7.9958953869	8.5085409606	7.9765610009	7.8249664364	7.9103492151	8.5904056513	8.1551156251
TESK2	6.2122689271	6.8564276126	6.3486602419	6.5070490909	6.1027704079	6.8961531413	6.7938975741	6.5328951505	5.7811387073	6.2875727044
TET1	4.0512668994	3.5876594457	3.6771459172	3.664816107	4.3530304436	3.7306930115	3.5947198507	3.5012777467	3.8799342604	4.0416691164
TET2	7.9661895752	8.9161869803	8.7150481259	8.8689705074	7.1920970805	8.6449455416	8.7371547936	8.896600383	7.8636620353	8.6038901235
TET3	7.6426405204	7.9900361705	7.462995038	7.8219070871	7.4058653255	7.6541356924	7.5094407115	8.0275321509	7.5577371028	7.890443027
TEX10	4.8689930029	6.5009859702	6.8404740956	6.3052654507	6.4492627486	6.197872203	6.6420338725	6.5368423322	5.7408305688	6.7756035476
TEX101	4.0052146687	3.47470423	3.5824061461	3.7323795298	3.6699095585	3.5485189516	3.5316996854	3.5485189516	3.9455975931	3.5345605549
TEX11	3.0200982799	2.9043019351	2.8477267949	2.9165629327	2.9006423687	2.8622561516	2.8626363459	2.8975768561	2.9043019351	2.7576480929
TEX12	2.8620121807	2.6876791804	2.7478839605	2.6264147073	2.6627359575	2.8591459896	2.6314368872	2.7772188546	2.8401498051	2.651035631
TEX13A	4.3985495504	3.8995408695	4.0959865117	4.2460622909	3.9675738911	4.1849010719	4.1447796524	3.9115466268	4.6558286025	4.0504864087
TEX13B	5.884336777	5.0213859181	4.9105300351	5.0886999523	5.4421976976	5.1309695333	4.5851045444	4.8455646227	5.7665839582	4.6574975507
TEX14	4.1433149736	3.6321185583	3.6992503755	3.7147547242	3.5485189516	3.8547936745	3.733130005	3.5919179022	3.8356374518	3.4785531101
TEX15	3.4000511699	3.0020102073	2.9110108131	2.9676785822	3.0474932718	3.0770042951	3.1210163123	2.98380008405	3.2187497153	3.04411555785
TEX19	5.460213129	4.4031996038	4.3301833523	4.5339623617	4.777267577	4.6907072986	4.360769937	4.6742480646	4.8585337619	4.5306826177
TEX2	6.1820017563	6.570400223	6.5283150474	6.5198750398	5.9689236963	6.6682242766	6.5866245576	6.6951771445	6.5955785964	6.5358155141
TEX261	8.1129175802	7.8599003245	7.7615905667	7.6923033962	8.066300307	7.7803566524	8.0031766823	7.663504539	7.3501738646	7.8826419104
TEX264	8.6085052662	7.4975474767	7.1951730483	7.566597973	7.8481356454	7.4064839287	7.4696501272	7.312223231	7.9690540903	7.8530906698
TEX28	6.0946960606	5.0520429182	5.3415308703	5.2192829299	5.2996055392	5.1128027717	5.2091418577	5.1225752287	6.1902378985	5.308898679
TEX9	3.0115946928	3.8788799298	3.9362115951	2.9365762684	2.8618087097	3.2810587019	3.4465716793	2.9306859425	2.8783553936	3.031370744
TF	3.6143135203	3.3406680219	3.27407157245	3.3720298983	3.52301219335	3.2204639479	3.33050516105	3.3491337315	3.6038726183	3.3845712342
TFAM	5.9209202303	6.9979577673	6.5839827586	6.7695734341	6.9407620803	7.309202774	6.9280639395	7.159622191	6.707148752	6.9246010689
TFAP2A	4.3967835381	3.9197661785	4.0010656644	3.9684940133	4.0745247481	3.8707917802	3.8127793549	3.9663783722	4.1729213119	3.9509246263
TFAP2B	4.9171582834	4.4768461601	4.2926456349	4.5280897795	4.6496876073	4.354027303	4.0416691164	4.507493721	4.6544403654	4.4723178419
TFAP2C	4.3234472987	3.8496993717	3.5072403667	3.673891451	3.7423906739	3.8936784912	3.5544617515	3.7970186167	3.7041325634	3.7780735581
TFAP2D	3.5517418191	3.1033495261	3.1843409225	3.358186614	3.4244289668	3.4055409622	3.2696905535	3.2032819851	3.2768008028	3.2854405736
TFAP2E	7.7939403556	6.6701494402	6.6801394677	6.7582816046	7.2085509199	6.6505114006	6.3470081796	6.4424555014	7.3217556768	6.7066430342
TFAP4	6.3136846863	5.7486071039	5.755980153	5.9470460227	6.3920636817	5.8867588532	5.7734335338	5.8354767289	5.9978778817	5.8806351379
TFB1M	3.9150009125	4.6484738762	4.8330205295	4.6988474017	4.819135487	4.674533838	5.0688147777	4.7396516796	4.0459340665	5.0578439837
TFB2M	5.563111843	6.4634929084	6.5763345535	6.1571524261	6.0059643599	6.6499223049	6.8364230583	6.0194985621	5.6026249383	6.3648539108
TFCP2	5.622148694	7.3488411712	7.3286553648	7.4960599388	6.7617934133	7.1495953525	7.4705302366	7.8967905814	6.9111883056	7.445511956
TFCP2L1	6.4293913333	5.1979697213	5.0964370036	5.1496033346	5.420468973	5.2988798019	5.1218825883	5.1819621343	5.6768680376	5.3677569627
TFDP1	7.2306116963	8.2278550243	7.9508445165	8.5573097615	7.9379780605	8.0938217889	8.4233517096	8.4224192839	8.449365694	8.6475375503
TFDP2	4.9141752693	5.7639310413	5.9231481806	5.373031082	6.4875451253	5.8569359374	5.7757358278	5.3821988617	4.6620929532	6.4829598397
TFDP3	5.2140876628	4.2055887123	4.1223609685	4.3360426419	4.2708813993	4.2282791155	4.5170207123	4.2244791021	4.7406531042	4.1486485319
TFE3	8.0808284605	7.5737957749	7.5879083486	7.7580074011	7.1184507792	7.6483126479	7.6104107165	7.8383687432	8.4314554635	7.6151704443
TFEB	7.2778067148	6.9939739362	6.8277872844	7.0493807487	6.9619744936	6.957459013	6.9200576095	6.8376529236	7.155711324	7.1435883744
TFEC	6.605450162	8.3382708145	7.8714152093	8.2233381911	5.1434646972	7.7728871306	8.2765911149	8.2449607005	6.3605538766	7.3833758274
TFF1	6.7553214645	4.3740157287	4.8615206408	5.0347325601	5.7007074101	4.9802874548	4.2090980194	4.6461082893	6.0044896281	4.6520557197
TFF2	4.75895082	4.1590572659	4.4440048983	4.3988375958	4.8178600939	4.6630093821	4.2392778876	4.1840953323	4.5715987418	4.365868444
TFF3	5.5526162097	4.6661935831	4.6147824527	4.6473745803	4.3686402269	4.5915460051	4.7058353124	4.3999745699	5.372632473	4.419641516
TFG	6.2700452322	7.8893987	7.8363368829	7.312223231	6.12560138	7.8328222744	8.0657212989	7.1228266953	5.9873702407	6.9922291574
TFIP11	6.0003785508	6.2503712844	6.2143241341	6.2995803847	6.0557153769	6.370813112	6.2390733768	6.348362505	6.2069141934	6.3838571949
TFPI	4.0113612118	6.6214588094	7.0997065379	3.8778503768	3.7050259625	6.3027914335	5.501554231	4.633348099	3.5568488359	3.6282927139
TFPI2	4.0021269021	3.6811425726	3.6055333659	3.5558175939	3.7254916782	3.4499401538	3.5292702372	3.4389494215	3.9988794791	3.4598773642
TFPT	6.8015462276	6.2861860912	6.399878743	6.3455983246	6.528859058	6.3902919184	6.278366628	6.3470081796	6.9035623959	6.2884037885
TFR2	6.195090577	5.4024451428	5.1306574575	5.5280571457	5.9725133409	5.2327697826	5.2860204449	5.3854213103	6.0743338372	5.6983518804
TFRC	5.1031460992	6.7889720832	7.2785118141	6.692169977	6.7675623489	7.3212328408	6.7645893345	6.4785371341	5.6624932036	6.647700837
TG	5.5423762437	5.1656093248	5.0691169481	5.0929535162	5.2569931273	4.863597843	4.8683696243	4.9068144133	5.474954124	5.1275427363
TGDS	3.4626741745	4.0259473283	4.1088472724	4.0795495849	3.7987666153	3.8455981283	4.6230476193	4.6106886014	3.7446973308	4.2828698318
TGFA	4.4745442874	4.3089486167	4.1053871856	4.3592325533	4.20439522	4.3020178872	4.0655288633	4.2021693911	4.1839205635	4.4019680694
TGFB1	9.758213615	9.7697037379	10.019924818	9.1872355231	8.9533353417	9.5916690356	9.6238610603	9.7181645147	9.7106366842	9.3397582039
TGFB1I1	8.0295216887	7.3795858237	7.7053466049	6.7507007897	6.8534959921	7.6547093837	7.428066439	7.0086800862	7.5992513982	6.1604990059
TGFB2	5.8543571489	6.448877586	6.6513476063	4.8871910622	4.956049862	6.3917051307	6.4372165465	4.8609137621	4.841866306	4.6564224751
TGFB3	4.8836338492	4.5679516517	4.7071887645	4.5759871873	4.8274604581	4.4234880126	4.4734945816	4.5480982657	4.6920882856	4.5367196479
TGFBI	9.3322241874	10.1336203928	9.3041041247	10.1906879974	7.5455392654	9.8923937589	10.342879645	9.7655881822	9.6174440126	9.83353309
TGFBR1	5.7090010083	7.5746659176	7.1704344238	8.0541774197	8.0063138161	7.3674401876	7.6049758559	7.8900316831	7.5789046736	8.0980486883
TGFBR2	8.3392431593	9.0345234924	8.8681064039	9.0345234924	9.5090605302	8.5315673004	8.781208046	8.9656821594	8.5555739799	9.246647192
TGFBR3	4.8895997788	4.2862447374	4.1800621358	4.389682752	7.1187326844	4.6860262937	4.1637974821	4.2256191263	4.4004201191	7.1399482935
TGFBRAP1	5.9103719612	7.2171905908	6.8770616034	7.1010250926	6.6693569146	7.0509447784	7.0232737603	7.0370737263	5.6668366342	6.9746443569
TGIF1	7.0358148801	6.2792880054	5.797101179	6.2625510842	6.2873421745	6.3526721416	6.1280591761	6.1627740778	6.6897561282	6.0820064456
TGIF2	7.4751211801	7.1980156641	7.1451301065	7.2134785852	7.4735038059	6.9885754145	7.0517187595	7.461372668	7.5891122014	7.5992513982
TGIF2LY	2.66115241345	2.82779521995	2.1583513511	2.2380699403	2.8802658529	2.1875024553	3.9797115594	1.9586467956	2.6124936527	3.4667089935
TGM1	5.7859299168	5.1417432694	5.189487694	5.1293229618	5.2581218049	5.1462284265	5.1683051128	5.3879228366	5.8102335974	5.0827326769
TGM2	6.5456640521	6.4698115391	5.8623730176	6.1602619553	6.0482320241	5.9625971042	6.3978858812	6.2518189805	6.9080127644	5.9958347787
TGM3	5.4693529734	4.4694096756	4.6690190854	4.7365799607	4.5954571916	4.5604210501	4.4440048983	4.364358302	5.2643639216	4.525199072
TGM4	5.0435043437	4.5682999619	4.3414535324	4.4843998767	4.4204387844	4.4017184897	4.3118477266	4.29611323	4.8862939536	4.3964953195
TGM5	5.1653822503	4.5152026824	4.5907455343	4.5833280147	4.5241222611	4.6194086051	4.3776311184	4.3988375958	4.6148943982	4.5532521083
