id	GSM1369756	GSM1369757	GSM1369758	GSM1369759	GSM1369760	GSM1369761	GSM1369762	GSM1369763	GSM1369764	GSM1369765	GSM1369766	GSM1369767	GSM1369768	GSM1369769	GSM1369770	GSM1369771	GSM1369772	GSM1369773	GSM1369774	GSM1369775	GSM1369776	GSM1369777	GSM1369778	GSM1369779	GSM1369780	GSM1369781	GSM1369782	GSM1369783	GSM1369784	GSM1369785	GSM1369786	GSM1369787	GSM1369788	GSM1369789	GSM1369790	GSM1369791	GSM1369792	GSM1369793	GSM1369794	GSM1369795	GSM1369796	GSM1369797	GSM1369798	GSM1369799	GSM1369800	GSM1369801	GSM1369802	GSM1369803	GSM1369804	GSM1369805	GSM1369806	GSM1369807	GSM1369808	GSM1369809	GSM1369810	GSM1369811	GSM1369812	GSM1369813	GSM1369814	GSM1369815	GSM1369816	GSM1369817	GSM1369818	GSM1369819	GSM1369820	GSM1369821	GSM1369822	GSM1369823	GSM1369824	GSM1369825	GSM1369826	GSM1369827	GSM1369828	GSM1369829	GSM1369830	GSM1369831	GSM1369832	GSM1369833	GSM1369834	GSM1369835
UBTD1	5.90662775	5.9338735625	5.899022	6.018695125	5.81752025	5.95715825	5.8156828125	6.036205375	6.1601089375	5.817927625	5.7837335	5.790835375	6.11673625	5.860563375	6.1417165	5.981157125	6.188206625	6.35411025	5.862756	5.83190175	6.142821375	6.0549405	6.023342125	5.851104375	5.9606625	5.93872	5.929217875	5.939613625	5.94072725	5.9917125	5.90024225	6.16733525	6.41196825	6.17051075	6.127199625	6.066493875	5.960988625	5.915675375	5.917303875	6.03446075	5.6430341875	5.81231425	6.0440075	6.064305375	5.84070925	5.922059	5.944474625	5.846953125	5.717779	5.847021375	5.8624825	5.955782625	6.1508785	6.0814725	6.00164825	6.188766125	5.992956625	5.83219525	5.743240625	5.92399975	5.933664875	5.62801825	5.886606625	5.935196375	5.738443	5.768440125	6.024094125	5.84390475	6.073074625	5.804993	6.06461775	5.92593675	5.9288215625	6.036043625	6.075850125	6.045381875	5.968711	5.76118675	5.8624825	6.14685625
SLC16A7	6.809976625	6.3294355	6.439493	6.402672625	6.1156625625	6.16440825	6.4487185625	6.29309325	6.5922500625	6.960880625	6.91028828125	6.6214295625	6.17566575	6.85015340625	6.50286925	6.1446150625	5.9507643125	6.4910568125	6.766663125	6.34748475	6.40245165625	6.0206508125	6.69042425	6.912364	6.41445575	6.6329139375	6.3626374375	6.6783536875	6.152839625	6.25272225	6.163510625	6.22189625	6.224672875	5.911641625	6.2650375	6.0625751875	6.208690625	6.3714399375	6.1359459375	6.174369875	6.2572554375	6.3648361875	6.2350825625	6.103887125	6.3318690625	6.2530115	6.46330575	6.20805103125	6.293668625	6.1344855625	6.339976125	6.5241043125	6.250501125	6.2435259375	6.32621690625	6.2079654375	6.346409875	6.2274574375	6.308607375	6.1879848125	6.3277775	6.2885424375	6.43529075	6.1036364375	6.518259375	6.21374165625	6.3356704375	6.208401375	6.4127005625	6.3117850625	6.04749746875	6.19302925	6.2743196875	6.402168125	6.214344	5.8879058125	6.1925731875	6.470823375	6.7367255	5.923765
E2F1	6.3767479375	6.3177705	6.2587521875	6.291084	6.4034353125	6.387985125	6.4776421875	6.5568483125	6.4808200625	6.349888625	6.2914975625	6.4734145625	6.6636668125	6.4016458125	6.4958536875	6.4261650625	6.6060026875	6.6540868125	6.2335224375	6.598417625	6.5367753125	6.376429125	6.4078426875	6.4395835625	6.461453875	6.460891625	6.3614746875	6.4391361875	6.50981525	6.580502625	6.6389016875	6.525233625	6.5251715625	6.5339155	6.53487203125	6.6876084375	6.3922686875	6.597574125	6.482542	6.4695505	6.3411141875	6.5989336875	6.31998478125	6.2745999375	6.270396125	6.604236875	6.30863525	6.432742125	6.293691625	6.3341605625	6.44309925	6.44070225	6.3731335	6.33127975	6.429668	6.36895471875	6.37969075	6.3703711875	6.4344855	6.474624125	6.369178125	6.264865875	6.247950625	6.3030861875	6.380459	6.3645229375	6.42879925	6.4600326875	6.437706	6.396034875	6.4677288125	6.5189195	6.428346375	6.449479625	6.487676625	6.5704928125	6.59937	6.4337893125	6.56199775	6.578637125
BHLHE40	8.3460050625	8.0485060625	7.6152155	7.9921840625	7.1588715625	8.1178098125	7.5829215	7.8036214375	7.5097993125	8.060763	7.4289360625	7.501814	7.6981298125	7.5832389375	7.9110825	7.833851625	7.977988875	7.569689625	8.005925375	7.741562125	7.610496	7.6519251875	7.9953284375	7.61171925	7.60673275	7.737729125	7.7021306875	7.7228648125	7.653039875	7.760998375	7.705810375	7.9828823125	7.5929545625	8.1931829375	7.569953375	7.76421275	7.8243876875	7.5206846875	7.4196893125	7.4552805625	7.4198333125	7.43623325	7.241336625	8.0900053125	7.5873466875	7.5102921875	7.6967228125	7.386270125	7.3327369375	7.455389625	7.93975075	7.73231875	7.26312703125	7.9607375	7.6536720625	8.0302063125	7.8224745625	7.605996	7.9279384375	7.9425088125	7.8205473125	7.451550375	7.3511358125	7.35134290625	7.4238033125	7.28964925	7.8624555	7.6776194375	7.9179005625	7.7043860625	7.6885660625	7.761796875	7.90190140625	7.5634410625	7.650668625	7.47329028125	7.4989801875	7.3804451875	7.68998625	7.424224375
MXD4	7.61737570833333	7.66614645833333	7.3417151875	7.31857316666667	7.32206091666667	7.43480354166667	7.50294995833333	7.53835525	7.40230691666667	7.45174520833333	7.23472416666667	7.40629822916667	7.74690475	7.45445183333333	7.4508846875	7.43051795833333	7.551464375	7.609615	7.2363155	7.362596875	7.42872608333333	7.38773529166667	7.717508375	7.46559458333333	7.35349854166667	7.33683575	7.46831133333333	7.41813304166667	7.71566604166667	7.70747129166667	7.44456570833333	7.74874545833333	7.69576629166667	7.65046408333333	7.69497754166667	7.4664711875	7.17022095833333	7.63380408333333	7.71547260416667	7.49624808333333	7.36025175	7.28004577083333	7.36904995833333	7.513946375	7.24389245833333	7.49452308333333	7.27439708333333	7.45651491666667	7.1867185	7.41408091666667	7.633396375	7.33700095833333	7.53310191666667	7.490184375	7.25200620833333	7.16519983333333	7.36042566666667	7.265444625	7.391235875	7.608679125	7.28943066666667	7.263351375	7.34118566666667	7.434817625	7.42085558333333	7.82524166666667	7.56292508333333	7.412102625	7.32797954166667	7.221086875	7.594951375	7.86709904166667	7.28817845833333	7.63854866666667	7.51829345833333	7.563533	7.64750645833333	7.21787925	7.159951	7.36414204166667
HK3	10.831000875	10.432011	10.295080875	10.399001	9.261594375	10.569834375	10.2744735	10.5271685	10.1881115	10.3882435	9.7859025	10.2619095	11.077355375	10.3948685	10.266666625	10.555221875	11.07987875	10.796659125	10.22149675	10.275617375	10.864369	10.520548	10.532790375	10.4631625	10.41905	10.69133475	10.2619095	10.26091675	10.642171875	10.984047	10.929938	10.996877375	10.92402375	10.914505125	11.180253625	10.956055	10.149777375	10.756565625	10.734056875	10.727463375	9.948404625	9.5641816875	10.063668625	10.613394125	10.247679	10.4686325	10.1166265	10.279285875	10.119935875	10.315809125	10.829066	9.838649875	10.305762875	10.53157	10.162887125	10.246534875	9.930025125	9.92093475	10.30696425	10.801995	10.2596585	10.24257425	9.988716	10.41905	10.071093	10.134033875	10.763118125	10.5033655	11.0838915	10.3197145	10.671552125	11.110139125	10.265367125	10.864369	10.77777375	10.887193125	10.454009	10.192986	10.167408375	10.868151625
TP53	6.425733625	7.655332625	6.7172491875	6.973557875	5.8279406875	7.0040601875	6.5794984375	7.0593008125	6.7024095625	6.509394	6.7021085	6.847529	7.0734394375	7.2239865	6.4314459375	6.9003025625	6.94587790625	7.1595303125	6.68382403125	6.6793575	7.232492	6.6048738125	6.492581125	6.481168625	6.976387	6.506269375	6.7389989375	6.77392909375	6.8639850625	6.6280859375	6.6851574375	6.994700625	7.2014556875	6.9551906875	7.2604025625	6.7706553125	6.6444085625	6.7586734375	7.1990784375	7.19979675	6.580724625	6.1067424375	6.045429	7.1607580625	6.5357574375	6.66270925	6.609059625	6.395983625	6.3343405625	6.4834408125	7.149627375	6.4740235625	6.70954628125	7.3542220625	6.617104	6.5047534375	6.3771349375	6.7725395	6.8901783125	7.6150626875	6.372298875	6.5843388125	6.3399720625	6.767113125	6.767704375	6.8509593125	7.071174375	6.730118875	7.33244325	6.660501875	6.50401096875	6.674086	6.326764875	7.188984875	6.6883723125	6.745065875	6.5764818125	6.167808	6.1891049375	6.671348375
LGALS3	12.405445	11.9035240625	12.0824805	12.248329	11.617102875	12.008204875	12.32454975	12.33592575	12.242521875	12.722408	12.151079875	12.32454975	12.232527125	12.34208375	12.021323125	12.54553275	12.248329	12.284656125	11.959808625	12.20722275	12.151079875	12.43395225	12.34795675	12.227513625	12.192878125	12.30097	12.165067625	12.33592575	12.201993375	12.30097	12.329773875	12.20722275	12.197396125	12.30097	12.197396125	11.90524975	12.00103675	12.197396125	12.192878125	12.132200125	11.839348125	11.886752625	11.839348125	12.136790375	12.197396125	12.278831	12.122649125	12.061456	12.05301275	12.26987325	12.132200125	12.17957825	12.30655075	11.968762125	12.021323125	12.048776	12.192878125	12.016745625	12.175007125	12.044560875	12.09621875	12.17957825	11.94371475	12.132200125	11.9929915	11.9929915	12.217289125	12.278831	12.26987325	12.20722275	12.105226	12.20722275	12.016745625	12.284656125	12.33592575	12.151079875	12.382840875	12.274974125	12.165067625	12.37188125
TMSB4X	13.06766125	13.31135275	13.27676125	13.231354875	13.372703	13.18101575	13.124427375	13.18101575	13.356491375	13.03198525	13.31135275	13.092532625	13.104462625	13.208521625	13.131168875	13.159751375	12.948494875	13.131168875	13.19645425	13.34886975	13.173171125	13.111957625	13.283310625	13.39528975	13.14487125	13.304447625	13.21543025	13.19645425	13.21543025	13.18915125	13.08544525	13.246307375	13.2399865	12.933048375	13.079755125	12.888041375	13.26129475	13.173171125	13.283310625	13.18915125	13.043861875	13.53677075	13.18915125	13.05042625	13.153388875	13.173171125	12.90214975	13.1182145	13.19645425	13.21543025	12.927633125	13.26129475	13.3258175	13.131168875	13.208521625	13.14487125	13.0086985	13.246307375	13.08544525	12.927633125	12.981216	13.08544525	12.87312975	13.3258175	13.111957625	12.986720625	12.981216	13.1182145	13.1182145	13.124427375	13.166945875	13.061407375	13.0086985	13.07388525	13.111957625	13.21543025	13.036936375	13.2893965	13.304447625	13.153388875
XAF1	9.523287375	8.74126725	9.26618075	8.66363375	8.836344	8.269101875	8.54991025	8.6837185	8.8846235	9.37329475	9.683209875	8.38935775	8.27378	8.636096625	8.324892	8.833543	9.608072375	8.514106375	8.699257	9.295717125	8.65252375	9.27124925	8.924033875	8.5048955	9.50544925	9.277016125	8.781195625	8.889241875	8.84854325	8.464996875	8.225810625	8.607718875	8.763542125	9.30690925	8.782695875	9.0389305	9.125770875	8.919106875	8.47172125	9.347126875	8.97345725	9.257556625	9.924944375	8.33336225	9.462123	8.463334875	9.3420475	9.1504385	9.304924	8.904668	8.9766495	9.31456975	8.16435775	9.104439	8.9713315	9.104439	9.242726125	8.681259875	8.6357775	9.334004125	9.193061625	9.041611	9.344525	9.1252185	9.475434625	9.315212875	8.605909375	8.877210625	9.18053975	9.48617475	9.381322375	8.6348465	8.835399125	9.175958375	8.7180089375	9.123405375	8.337012375	8.932385125	9.20570325	9.31088875
CKB	6.87527625	6.892792875	6.66914875	6.79443275	6.45641275	7.00904275	6.94743175	7.125457875	6.809668875	6.97573225	6.762087125	7.0269061875	7.10690025	6.932172125	6.79540975	6.891933875	7.316318125	7.021536375	6.86763125	7.177992875	7.470794625	6.87192975	6.778565	7.069539	7.118699375	6.90916575	6.83037025	6.945969375	6.9760835	6.746291625	6.90001925	7.336584875	7.008305625	6.79421425	6.702762125	6.83000675	6.914097125	6.853496875	7.000352625	6.899403875	6.814976	6.923408875	6.580578375	6.716373125	6.8409485	7.1368985	6.87569375	6.829815875	6.643916625	6.931944	7.070717125	6.793586125	6.991355375	6.778565	6.839656875	6.74949325	6.6422835	6.770440875	6.967828875	7.317622125	7.032597	6.795605125	6.6582235	6.825388	6.90818075	6.77535825	6.808481875	6.749266125	6.9380831875	6.809485625	6.746291625	7.15536925	6.839445	7.090163625	6.901614125	6.9771505	6.6606685	6.75511475	6.6891085	6.879397875
TRPM8	5.839347375	5.87684475	5.85906025	6.024595875	5.59902475	5.909084	5.893739375	5.915940875	5.83493125	5.93154975	5.966285	5.901178375	5.947595	5.908951375	5.780916625	5.944474625	6.2085941875	5.860290125	6.009529	6.10353625	5.84423375	5.873903125	5.96113975	5.856084625	5.976320375	5.98913025	5.813203875	5.888328875	5.9487775	5.92118975	5.954635375	5.884513125	6.02485125	6.08671625	5.80262375	5.91960175	5.913913125	5.893739375	5.76533175	6.023342125	6.076150625	5.856084625	6.112011125	5.911015375	6.017094625	6.03309675	6.11246875	6.074215625	5.7364579375	6.09331425	5.8330275	5.8169605	5.82640225	5.853725	5.951132125	6.22905825	5.93999475	5.861722125	5.873366875	6.022683875	6.23128125	5.959538625	5.785956875	6.124576625	5.875264625	6.3933325	6.0036939375	6.095563625	5.96958325	5.833903375	6.402358375	5.944079625	5.952624	5.7724295	5.97005825	5.931417375	5.8534425625	5.9305815	5.81262375	6.01022175
PIAS4	5.9171701875	5.799026125	6.1630079375	5.816242375	5.762358375	5.97349196875	6.01341165625	5.966204625	5.9487514375	6.0041809375	6.077652125	6.15347525	6.01089240625	5.8638758125	5.9457508125	6.2212686875	5.9508080625	6.0465318125	6.1013608125	5.9990570625	6.048491625	6.2224998125	6.041098375	5.9240563125	6.0770485	6.129868	6.1445734375	6.045139625	5.97712075	6.11359625	6.0293375	6.0096393125	6.09950884375	5.8977998125	6.1420275625	5.9750898125	6.02482125	6.0559924375	6.022502625	5.9767905	5.928165125	6.046360625	5.823720625	6.0086030625	5.9297855	6.001277625	5.9572796875	5.92266625	6.12982775	5.9467611875	6.1232750625	6.008343375	5.994109375	6.0262031875	5.8702685	6.0452555	5.846385625	5.9998795	5.9753695	6.02937525	6.017978875	5.936495375	5.943721375	6.00037265625	5.9180625	6.0591538125	5.97369425	5.9462939375	5.9432485	5.99553675	5.9137385625	6.029715	5.8698304375	6.02800825	5.926356	6.105266125	5.9360314375	5.7544414375	5.965870625	6.0797585
CXCL1	5.67816775	5.6141360625	6.009529	5.693001125	5.5361184375	5.75198825	5.551731375	5.695209125	5.62177125	5.594724375	5.610624625	5.49470875	5.588960375	5.476072375	5.4945785	5.726496875	5.617527	5.71062675	5.7391245	5.486019375	5.554393	5.75625375	5.64449125	5.594149375	5.65651975	5.68219675	5.62992125	5.5578170625	5.4698115	5.687605375	5.613904	5.531948625	5.5318215	5.63080025	5.4093966875	6.130699	5.35637825	5.556054375	5.47520125	5.7263645	5.27768475	5.833199	5.39907725	5.593526	5.581510875	5.873061125	5.71486975	5.552919875	5.48911725	5.5177175	5.670675375	5.5374013125	5.533480375	5.492548375	5.50695475	5.69151775	5.351790375	5.513994625	5.5376505	5.5489005	5.504189	5.583204125	5.494945875	5.67544625	5.534670375	5.67530325	5.606397375	5.4719545	5.35637825	5.4601321875	5.618673625	5.618233625	5.497529375	5.777226625	5.650662375	5.469349	5.638998375	5.487043875	5.592146	5.55500075
MCRS1	7.691069875	7.990294125	7.661616625	7.917142375	6.793123	8.133481625	8.1781515	8.3132575	7.76863325	7.832473	7.114181	7.709909125	8.2261795	7.70859825	8.004404375	7.925270125	8.206107625	8.463701875	7.757607625	8.009350625	8.067532875	8.125093	7.886159625	7.633019	8.211310125	7.920548625	8.045627375	7.833837125	8.056588375	8.111087625	8.069642625	8.271100625	8.462440625	8.395086375	8.358262875	8.278621125	7.738474375	7.610980875	8.069276875	8.090500625	7.75430225	7.360062625	7.055229875	8.077929375	7.857164625	7.739994875	7.423457875	7.508298	7.677196875	7.844054875	8.22888225	7.7118215	8.0990915	7.84838125	7.955273875	7.800465375	7.72947425	7.761283375	7.9456515	8.18384825	7.6497156875	7.540097	7.502522	7.675278	7.730815375	8.091671625	8.309542	7.814923125	8.102532375	7.833317	7.49692325	7.98396775	7.65796275	8.5379025	8.176344375	8.270284125	7.973967	7.46157475	7.834087	7.8709565
NDRG1	8.2455395	8.88507625	8.470738625	8.620257	8.21857775	8.35954825	8.240857625	8.30335525	8.251613375	8.471359375	8.585115875	8.36509775	8.814099	8.39109475	8.498903875	8.3213515	8.191663375	9.01162675	8.55855075	8.152455625	8.761711125	8.20878875	8.131439625	8.139031	8.379307375	8.350570375	8.45927975	8.311678875	8.39290175	8.50454425	8.44018875	8.62077425	8.778477125	8.3565795	8.4336565	8.620257	8.1155375	8.58556225	8.35335175	8.783078375	8.164029875	8.338188875	8.1983895	8.4866615	7.973615	8.19269025	8.07576575	8.213322375	8.401644625	8.240857625	8.47172125	8.31451175	8.267854125	8.639247375	8.191052	8.212629625	8.38742775	8.328907125	8.55855075	8.788207125	8.267004625	8.638352	8.168284875	8.28320475	8.258451	7.963450125	8.429755125	8.533483375	8.62256925	8.21857775	8.363161625	8.36425825	8.200568125	8.57892775	8.611728125	8.447667125	8.38260925	8.114402	8.352865375	8.731359375
ALOX15B	7.396001875	7.172402375	6.797687125	6.910252375	6.811229875	7.18205775	6.781827375	7.055017625	7.13027625	7.10426225	7.247573	7.1382199375	7.0991355	6.86763125	6.837670625	6.902240375	7.0836765	6.925289875	7.1424755	6.7762668125	6.90957475	6.758229375	6.81230325	6.834661875	6.91181775	6.896302	6.724356875	6.982503	6.8431375	7.039191375	7.09460525	7.02551325	7.127358875	7.11251575	7.056848125	7.151301125	7.067277	7.08291975	6.84332725	7.1352108125	6.951972625	7.039191375	7.270164125	7.07597275	6.969528875	7.093357375	7.0649095	7.107144375	6.94917975	6.957150375	7.0880295	6.90291925	6.91257625	7.097745375	7.018638375	7.30631175	7.1497245	6.6729275	7.27306075	7.05845025	7.121113375	7.0802015	6.89648775	7.121561375	7.062666125	7.403878875	7.110586375	7.2491430625	7.350034375	7.34248675	7.444836125	6.907329125	6.95774475	6.915731375	7.13258425	6.860826375	7.01387025	6.9544125	6.878598625	6.89258
NOTCH3	6.7270344375	6.9125929375	6.86090625	6.8387548125	6.868171375	6.80893090625	6.8197335	6.9164151875	6.8178111875	6.689135	6.794555125	6.96160890625	6.914296875	6.829791125	6.7072050625	6.893274875	6.766393	6.854612125	6.808430125	6.850663125	6.77806575	6.8653848125	6.8976358125	6.6975295625	6.7080984375	6.907234125	6.807921125	6.7786595625	7.0027784375	6.898567	6.9569378125	6.9220809375	6.997731625	6.940687	6.9115204375	6.8837588125	6.7997200625	6.885484625	6.80845925	6.7406563125	6.829219125	6.9390764375	6.92328675	6.8527036875	6.733147625	6.9629265	6.8715268125	6.8093626875	6.9184520625	6.9918260625	6.832477	6.7843350625	6.87948728125	6.86360409375	6.8519005625	6.75812675	6.7629688125	6.800051125	6.8932693125	6.9680126875	6.9141759375	6.9574380625	6.7023636875	6.9648665625	6.9386005625	6.9984816875	6.7995778125	6.7888705625	7.00500590625	6.9132485	7.03866675	7.0436486875	6.8914921875	6.740045625	6.8545334375	6.9251220625	6.9233410625	6.7942085	6.8922238125	7.097580125
